uniprotID	gene	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	down_regulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs	dominant_direction
Q07912	TNK2	11	1200	9	305	60	3915	0.5981956894060728	-0.7413105804429501	0.9622730434086841	0.9974350724367091	0.01670168012382689	0.001115364914595731	1.9250733856712663	0.9449134437950657	0.06244085983753728	0.4147857117779262	1.2045311251463486	0.3821762122706516	0.5194607163774713	-0.9449134437950657	0.06244085983753728	0.2322799985956387	1.2045311251463486	0.6339881852644512	downregulated set
Q08345	DDR1	8	1200	3	305	41	3915	0.636649935824463	-0.6514277752667841	0.9153180335561071	0.9974350724367091	0.038427981102636885	0.001115364914595731	0.9392361614661033	-0.0904401402687099	0.6260934073737099	1	0.20336086921646973	0	1.0646949521609637	0.0904401402687099	0.6260934073737099	0.8957951828577696	0.20336086921646973	0.04779127730539015	downregulated set
Q08881	ITK	7	1200	1	305	33	3915	0.6921010875975688	-0.5309453230301737	0.8602806961902945	0.9974350724367091	0.06535982210927756	0.001115364914595731	0.3890303736548457	-1.3620452964611167	0.9217931239074022	1	0.035366535808168204	0	0.6921010875975688	-0.5309453230301737	0.8602806961902945	0.9964827331175554	0.06535982210927756	0.0015302222788321856	upregulated set
Q12866	MERTK	5	1200	9	305	32	3915	0.5098430531099716	-0.9718748896605011	0.9550660121528147	0.9974350724367091	0.01996660985821954	0.001115364914595731	3.6082990486569333	1.8513189112472763	0.002430551644688323	0.041090358285912225	2.614295146543823	1.3862600719063876	0.27713889190315755	-1.8513189112472763	0.002430551644688323	0.03522030710221048	2.614295146543823	1.4532068615370008	downregulated set
Q13470	TNK1	10	1200	13	305	74	3915	0.44096027069685156	-1.1812794160900915	0.9974350724367091	0.9974350724367091	0.001115364914595731	0.001115364914595731	2.2543554125334984	1.1727149828917804	0.010582548099875605	0.12064135058031175	1.9754097488909867	0.9185038095189503	0.4435857781964274	-1.1727149828917804	0.010582548099875605	0.0835209350171389	1.9754097488909867	1.0782046523864621	downregulated set
Q13873	BMPR2	31	1200	1	305	60	3915	1.6854324906245841	0.7531188418628119	0.015103736162396426	0.17558093288785845	1.8209156093950618	0.7555226478330703	0.2139765229974955	-2.224475578695974	0.9895076338373752	1	0.004580850956666073	0	1.6854324906245841	0.7531188418628119	0.015103736162396426	0.0962010196137514	1.8209156093950618	1.0168203249447312	upregulated set
Q13882	PTK6	6	1200	1	305	28	3915	0.699161488443476	-0.5163023750971769	0.8419230145250184	0.9974350724367091	0.07472761859007089	0.001115364914595731	0.4584918900439365	-1.125031879707976	0.8863875742156044	1	0.052376340710660226	0	0.699161488443476	-0.5163023750971769	0.8419230145250184	0.9911245614028698	0.07472761859007089	0.0038717613265771963	upregulated set
Q14289	PTK2B	8	1200	7	305	23	3915	1.1347758481656842	0.18240735066464445	0.4475460058886306	0.9974350724367091	0.34916231436684936	0.001115364914595731	3.904016358219407	1.9649590979501264	0.005011403154996367	0.06658007048780888	2.3000406579345563	1.1766557493948782	0.2561464676997646	-1.9649590979501264	0.005011403154996367	0.05178449926829579	2.3000406579345563	1.2858002188199462	downregulated set
Q15118	PDK1	45	1200	1	305	87	3915	1.6873088000702878	0.7547240302709551	0.004139101132563203	0.12831213510945927	2.38309396215262	0.8917322683183473	0.14757263114488434	-2.7605029112449095	0.9985737560790445	1	6.198519999412057e-4	0	1.6873088000702878	0.7547240302709551	0.004139101132563203	0.04811705066604723	2.38309396215262	1.3177010005906284	upregulated set
Q15120	PDK3	60	1200	2	305	141	3915	1.388205072527107	0.4732207057144911	0.024473664290100942	0.20691370717994434	1.6113010015582565	0.6842107381625465	0.18210908890995928	-2.4571251670915437	0.999699810692661	1	1.3039013154462803e-4	0	1.388205072527107	0.4732207057144911	0.024473664290100942	0.13383160490269472	1.6113010015582565	0.873441313967249	upregulated set
Q15303	ERBB4	17	1200	6	305	21	3915	2.640466326795128	1.4007927431986171	0.00327705396007784	0.12831213510945927	2.484516407451585	0.8917322683183473	3.665524543169509	1.8740196653932586	0.011674969410997911	0.12064135058031175	1.9327442486335604	0.9185038095189503	0.27281225053135755	-1.8740196653932586	0.011674969410997911	0.0835209350171389	1.9327442486335604	1.0782046523864621	downregulated set
Q15375	EPHA7	4	1200	6	305	12	3915	1.0874936949839158	0.12100703660108444	0.5383318329663108	0.9974350724367091	0.26894993845878234	0.001115364914595731	6.4121969065968285	2.6808187286442067	0.001296406283392333	0.030141446088871742	2.8872588727061617	1.5208359154801887	0.15595279037223672	-2.6808187286442067	0.001296406283392333	0.024113156871097396	2.8872588727061617	1.6177459284882452	downregulated set
Q15569	TESK1	21	1200	3	305	90	3915	0.7612942997241361	-0.39347381898458655	0.8932348576821963	0.9974350724367091	0.04903433732065915	0.001115364914595731	0.4279286696061205	-1.2245577575641673	0.9672924850872271	1	0.014442186255215882	0	0.7612942997241361	-0.39347381898458655	0.8932348576821963	0.9964827331175554	0.04903433732065915	0.0015302222788321856	upregulated set
Q16620	NTRK2	11	1200	1	305	25	3915	1.4353893486705154	0.5214421203206615	0.20736648731983504	0.8765946963974846	0.6832614289888221	0.05720116125709323	0.5135342151516052	-0.9614676929591011	0.8578229493124581	1	0.06660233927386026	0	1.4353893486705154	0.5214421203206615	0.20736648731983504	0.521218468128234	0.6832614289888221	0.282980204501882	upregulated set
Q504U8	EGFR	22	1200	0	305	46	3915	1.5601764660083848	0.6417092164188988	0.06145537403790913	0.3810233190350366	1.2114401337220264	0.4190484442237725	0	-Inf	1	1	0	0	1.5601764660083848	0.6417092164188988	0.06145537403790913	0.2322799985956387	1.2114401337220264	0.6339881852644512	upregulated set
Q59H18	TNNI3K	10	1200	0	305	72	3915	0.4532068007842079	-1.1417585846026417	0.9964827331175554	0.9974350724367091	0.0015302222788321856	0.001115364914595731	0	-Inf	1	1	0	0	0.4532068007842079	-1.1417585846026417	0.9964827331175554	0.9964827331175554	0.0015302222788321856	0.0015302222788321856	upregulated set
Q6ZWH5	NEK10	15	1200	0	305	74	3915	0.6613794699904382	-0.5964498316423942	0.9481563448857497	0.9974350724367091	0.023120044389008186	0.001115364914595731	0	-Inf	1	1	0	0	0.6613794699904382	-0.5964498316423942	0.9481563448857497	0.9964827331175554	0.023120044389008186	0.0015302222788321856	upregulated set
Q96CY4	NTRK3	13	1200	0	305	38	3915	1.116111781748818	0.15848152438819404	0.4199154335064884	0.9974350724367091	0.3768381630769256	0.001115364914595731	0	-Inf	1	1	0	0	1.116111781748818	0.15848152438819404	0.4199154335064884	0.8100387327618921	0.3768381630769256	0.09149421442679952	upregulated set
Q9BXM7	PINK1	11	1200	0	305	53	3915	0.6771812702135803	-0.562386023815157	0.9116998187269105	0.9974350724367091	0.04014813155106959	0.001115364914595731	0	-Inf	1	1	0	0	0.6771812702135803	-0.562386023815157	0.9116998187269105	0.9964827331175554	0.04014813155106959	0.0015302222788321856	upregulated set
Q9H3Y6	SRMS	8	1200	0	305	32	3915	0.8156588141335763	-0.2939622883905886	0.7530786677136786	0.9974350724367091	0.12315965438438367	0.001115364914595731	0	-Inf	1	1	0	0	0.8156588141335763	-0.2939622883905886	0.7530786677136786	0.9640605968169302	0.12315965438438367	0.01589566730452151	upregulated set
